T1,T2,T3,T4,T7,T9
CYIKwOrvD+GB2XMTAhk86GeWr9huRtVSnYfFiSlpFNk=,PwjYjmvKbry2jqF5e9JPThaGnnvsuyFawjv+rlto4fU=,+uV9k0waBXJDRkNhYNW5/l9HTlTda+XlLKYo8b/gQpk=,Vp0UkeDBgcG9t13sUQqrF6/DtnIRTkqPe434FkoluQU=,zX/vHt9g6ZmbjzAw01SOwcJKmf8Sa8Py0ZrHkglW9ZA=,0piXQhYnohIci4FW64pkwjaZAYW80Sd6RAHqpjLPf3g=
lC6W4AKKxYpb/pWdtCadEBNF+uHv+rsdBndtjoBK6/8=,nQkCxPV6T9gBd8LtSoD9Zjto89iE3GyFlSLwH3TX59k=,Az0bTFModEt2ONf8ltNCe80M4C7JKfWZQnCQpCGlomM=,TZIMMguNpjDj/Q8/GatD1lMbOOoIXiHCKt/jL4q4pto=,gae0TYvtjex2Inl1xbzpFCEq309AFKX3SJyXb1LOut8=,4xEAJoZTJ0viWYl2L42XcivnAw0yfO1KsYlXHF8661E=
bTBIRHTCI1zAaQ70Cn5DXERe5g5BqVBrT0atR23b1Ok=,N2lzKaqHn/STtdrnmYcHChBGAqEWbKme0RnKhi1qm8A=,7RfZvb5ryi0tbGZJCUFejH0Z2PxFZklWvRgq1gH8F3o=,KYMrnIvfrNKsMuRZQFXb4RjrWFhUYV8a+p6gfjD5cUw=,pkAwqB4TWR5RbkwRDo9+9PViZi3qIMri/hN5R/HH0Kk=,bVXODXRy1EMWAsOo3ym5z15y7eVytKEjMAu795/Q07k=
m00hD2nOwmm0eYFNbfnnA/X37qN1H/nTcPMG+2q3RGo=,l+Iq9+vUP+GenoBg/a/M0fdGLalfsjHMQsATaGmWT1w=,LeDy+TW2tDF/037aPLD2pdSnYG3+zCE8FWK3VT5RRcs=,vGQufUEINvbLSjdzkfO5ev+ZAvrZ0B1l3EIf/jy3WpM=,1ef5nlUGUCgEuYStwomUoj40bIKDbsqAjA1UEgffjWM=,gkhdXaaQ5SAThvEV0dZNjfWM0Rm3ktUM7eVNH3RACd8=
6rDxnnyuw1S4SJfEx3kpl3GIJUyUAUeHJN+9d0l5nlI=,lDWZYBHBuMN/TmGpNua/EVJ6TyEE1GEo/yYb13iykY0=,yykf2OSXuTi48JpIS7PRRN3Ix/a34CyvbUfXrmBuJ4w=,JrFH7VyVpTvlxOta/t8RGXE4T0PAx+zngIvHpqpwkek=,024XJxAxQv4zoK2PBJsPKbvhadJkGVRcM2kyf31Uci0=,wXaLIRPSdO5yq3bX5pWT0iOBIOsG9q4hWaJ7gYRxHas=
Rdzm31oi+k19z7EQO4cLzknffqJH92PUrxcGcTjsmy8=,XSICIxsdKg4mBxU0NXax3GPKrLb/bc7QW7ZwWjy/OHc=,I8jbBnc847l2Ti5YWJ5ko7JfaCp6qxErSNYKKjKUgYg=,JkQUWNfGnc7IAUfEG13NlRLjOMHIbmUBJwzB0aE07PI=,OhnHMXSzyXWffw6isSuU/0jlgRyI2Gkdbn/kCKxcDuY=,MsUe63fdQmgHyopTl5BMiGfmmgp2RK7cLGlZLW3Q8/E=
8fpJjS7SfhaDlNqLPHhbeJD5wk7k+78QT7ggu+r1HTo=,TT3+DgxH+wKwE83SeZ1b7xmZn8eZ/o9HqSQ1iRh/b2U=,/0Cgwpn+z1FYoR+2NM7mzFIJCnlkQxN3Nq6qYLe0CqI=,Fwm7Atl9qUp9a2sfM/+jtxMl7DXKhZr2OBJwhmrQpUM=,PkO/FOAjD+5r4hIE09npuoEd6Z7w313H/wHXcV+QeV4=,hWJfPmEmNB7G6MP8hX7H7YJ7IPcaI3qxOXWqbB8yL4E=
X1GpJoFo/aHZKkSNvb1mlpA0zJBlPPMftdoKDh8TLEw=,/yOhk3uAr+CiOoLkRwTZ92Usd1CwpxioCfC91AUZcZE=,zUEKvH1lRZo2g4irsN8wg1B/cQMMI0scaNxUThHLYFQ=,DnIcBoJQN5nMGsHxpRGFUlCvANw5RrVEb5hUJYXqGNg=,W5LkTWuZpkCkzScHcWosdPefEIJdOHeXKcFC1O5jrNY=,V/+f/vUNfPfZsq6fFaTfNFYU1ntPOx/rucqy2SawFmA=
fOTB6+fUWfdQvXFCW1Stu5XpITFS5qaCULOyumhMmjQ=,n1gXRpD+C2wZrVeEPWYqRvB0IWEE5yw5VpZ75KcXLA8=,GTvyF3OyX4ukbSiXh9LrAo43Okj2GKxWiEjW8cJtrO4=,3uj8Igjbwayyty/rVJ+IBYG78MJW+QjVMk+e8+dibxY=,oMF7il46K+0k/pv83rH6jyUqzSfZaNZyKa4Px21C0Lk=,k8UQy4JT8XxeTWAt++P+7kEHWi3RBwBDggLKzn7nWDo=
QM0XImiW0jYLILjoFQjusoSbgRh04bTmQm+OaMnWWzY=,5S2DRsV4KhMN7lEk9lzs6+ko+Jhjw1YNxJHk2UdAaUg=,29uQ1HuMyHWgkHprIb9K+on+oAr0gcpHwj53nWETTos=,cN+J1fxRco8VuLcs9zzlJYYjmmgDs3hXA68nwbbF2Z8=,OcZ0dpO39KCGjEk30muTyUT0vRjmC/4B820P1roYNHo=,aGNgpCTxGHSn+FmLGnSu1rMQKxgv6ryrTDWIvW4oRvw=
ak0nvCY9hPwthg5kfsbIQKoHMTXlWNH3WZPqkQbhJH4=,+3frz7SwoVz46jQyGtWEdOQcTFKfifbsW6GvhtnbheM=,eSE4QylT8Ty3cljUswNP8YCJU9kwXKfTJgwRbAlL4rM=,wtwD3XHd+ueQiKIGWMjYq0KXsaRZSFhvUrNsjtaCpRc=,vzjccDJVriBXrbaXapQSx9BLfWxYJHu+XMfGEHZ1DKc=,t/eeMEcZE6//JR5hpFxT0R0TlPhjoyopf0Oi+ETirBI=
aWzaAtYnHkDl6M7Q0YoHJBrxyOV/IcqzSfcJ8y5+eTE=,9XwdC9N69UnPtm6+dxcBtnK+BOaMJJLvwBs501SfZIA=,/jvm1BFrMk/SWrAzzj4hTF+TOkDETUe6GkQBP4Kg4gw=,HxXyfbg7mXb/rL8lpFadanstkMXP5byJxvwRk0aOmZU=,Upt1oAlQ6NGnpji2+670dRMvkLEvNkqlr4+FtX6p9PI=,DwcTas/lb20XiR2/QVbtagTGYBtylYe1zYGRKljgo0U=
IGFzpMgtZrkGdM0U8c2h8Bh5nZQjb/SE4i75LvBFjw4=,3V0l0qKWCJbChy7q9TRifiGvUnkrHT8aG9tBRp/3+/Y=,uoghW0O/xvey2gTd1rWqqmFQUJEq7Z7bnwsMBxVX9rU=,NogzIrsq23RhtmPTCCJbPQ6Wmj8jdvVkM6NVItzbx4U=,5JVIDlgXNePUm2coZ3/ccGpsQtl/RWOhqqKHXXT9RXs=,fXBO5n0wf+st6KGtS/v1w3LEx2m4vorH5av02aMKqro=
YQTBYhpVKY29FyyaDcru+jiFTklVMteetz/Vdj0jYmo=,m/LxtoBOxQaVYOfsRRSyqbny1XwTmCAN2YRk8cPkmKQ=,jSj+EIpZrEFiaEMv0cRZzRSYuEXSd48pGosghA+oL6E=,K1WfLTfDb2/vTv1PI9O2uMSyniL3IQDJ/mtOBwdDh58=,+qxbM74wnzUwIeKjvcOXtkk/V3O3jLAOLfDz6mb23WU=,CYpIDCjb48bIcc30CCxpKpkraT6uUv0LyRD7ZBqv0gg=
Ok6g/8JTQtU2iIOwPN1yLLnA6yGXCSxtl6GFZI201io=,MtmpoFfeOjqzyPZRgcU0X9TLoDg7wMDUy7RvOuo3v2w=,1Bet7h7U1E6FFGIbtJf9AG4rgy4HSK8XDcrf3ZMKf3o=,UwrKjcu2VHoJCAmG/8LHz26yMDjzW43hWNyb4r7CyLw=,aW4oV714amx1rQ3xoJ1+n1ayMDbNXrsH4jQAurDDCzs=,6svpe7P9oQi0hXaPuHnmqmTtEvo6odg18lH5GDkLjdg=
wbserViZsGxHQuQV3SxBf7EVS0CDdCd7R6H0QJmPveQ=,+wsYEVPusFfyQFiuWF8AP4oYlSS6oD33tJ8w93by9kA=,aE/3czWV3lSBkmDxfJuVhEgfhcJUzrHhXx1rL49u5jw=,9nIo5dsMjOyaWpLMVticwJIEztVAakWFGf9k6v4JBtE=,1EnQ3ztC6K5xhX9naut8aa05lyB8qy06ClVdX8GU5RI=,ud0OSjTxrL0sQ4VxHVUbfn16wEmrO5M/9U0vPcEAG3k=
RI8j+RChwWgjvhZIJBSUOC1zbUuvrFl2j/f83WeB0sE=,Ov8kbZJz7ZMAqSxF+Y88pS+ZNfdyxisLg+kI3vcqdAc=,6fN8CAaKpMd4lisK3jxbEUrke4yVCQWTc7RXHzXOAQw=,PNfziHnoyQEilIrTnkNblJLv6lkOC9Lyphvvd40clgM=,/vRuzkeT/bzSXe7t+IZwEy26LNww9vFj4v/MIwTU/6o=,u79UbUbE0sC7R5UmBK32gzo2simyOe7UiE8t6eiD5d4=
hHDOrOxNixf0pK+Sl93B53wN84VxMR83pB/DCAvzMeM=,r0+XCE7e0Of0nxGiRPmXT/h7krzTXkgFtGKGpkk6aZc=,o679VNFJeq3kQAOz1zdxG7jPi1S0DxzlT2aKUTGy71M=,aHqx9N1xusnBdZrmusxjUvtCOrG9OlUAiXViKyr9EpI=,kS2dCuOCpMK9Vk5Jd1BUO0PMUW8T5MsKUzBywJvNHMw=,F1ynE8iN+i8kWOLGAw6sgw1XIWIv9i+PUonY2/OSgfI=
DkWK76zLorJqHusyeZRX8hNzDbqu3+D/z007E+i0w9o=,erHB7YAf2XNMSklUzb8/d2Sn3IWM0bVdbuI/u5KB/wk=,x0J+CMMPOtYvmpnCMt+cu2xCRjeu1z/QBBfGHO3Babw=,+UiEQK7YN2aEKnw63l8CxS8RAfEaatosmrmBo4C3j+E=,Xh3sp8Bwqh6cjr4io53NRZwizxdJ9Yq4ITvjkGMh8pQ=,eAYyzYHpX3dzM+HggsHlyZFbjc4oUkmp/XxZnaW6PWg=
qYgOyIJOslIWlAuAC3D7Ydb4r1A+4WaCvJKaL9J5eYw=,5VqVmrNd/0NjWp1Vz6i5tEI2+e1edb6ciZ22+9/64bw=,+Wy9LQtxTkmX8k3yaeNB9yEK4HjLeOPxMFcZUW69wek=,vkTVAhFfgXfxKRGfzHaNEuJCo5m0Zs8fYxSxwZ2nzA4=,laAWiyDGM8/sEW2R3nVBry3XX6z4Y/i/SOkOvpuRuXU=,X13rVYkad5Sx4S3kwIUFQzGvdsczyqo959J6UkkpYxI=
YWhjn4DNKqUaD2Ckgq4vYYYCXpr1/mSvHPFSp/OCV1o=,cUpksaoSNZ2DPW6VvtO1DXT4YyX1DDPl0By4DKiyd94=,t9haHmiAD3zRMptozLqlc70EXeX0+F85SKICj6fUjMY=,EE6Ird34MAPep4U7JugcUTyZDx61MO1E31M6W/dPFZU=,umKX8mxOdb82c0vuZRTaZ/JSvqkXSqKQOV+dnV6m/4M=,fk9ORD14UqzuJZ1ObSYw4fYDzi0ET+BN+GU8cRyVwMk=
JKHkQ/jRYTBuxhTvZkXOrcpxxwfq37rBYxbrVAN2bFU=,HymiUEy2RrYLm9DqpoTjlMqQSpCBNC6fOXo0lU5syPw=,1AKbfO+fDZYJ85wUqbFX6s2YoBAC1cdXVSAwPFo7M48=,3STdpsmDvh40a5I2+Bu7DKvPgqPQgdG/fQlKovctP/8=,oLpNY9LHXdSzD1GW/0Jpi9Qydj0ZvktOLUHFLDK0/sg=,Gawr20afBrI4nAsLITwSdaVoR9hL1OX5QDj5ID4UKYU=
Opz/lrKulu1Y/AbwBhluMU/Zt0VGKg3lrP70yC5GgOQ=,ve2wWlmLTKcKUnFYQqTckKemrCREB+xYGWmTyWC5VzM=,RO5PEJuIT8gvVDmUlFf0kNaYP9itvmPCdBQZ0nVTlRs=,ZxiOFc4cJB6ZlPmK8V4QtHaF37FpBpzIb9dxTRP/8fw=,z0Gw1AByGJPpYmPpxoIWBT3xOX/bu4hLTyuM0o5I6vc=,r961M4f6trpI+38hi4l8U7n3RMmppe8HsnWWvZ4YR80=
sahm4YlU9w1+n1bxRUPg5PRT6ZWWHo7NZjNaxvbUfWc=,6tfgerhWCjhmbcZVIZ68E+zhb04HynUjFDvH06QSilY=,WeQdwg25HGilL8uC4njj5DIynG0KLudpUKToS1TQdGc=,By3b49vtiW/qX174q9QhKJZbWiIp37o17gcqnmtrl0k=,ohybdkeF6f09n6/3GLdLj6N2NDe1Gt6jnZLccYFT4Js=,0E/1U6jrej/uVw1WCwbMG06UGtTxiUiB0qijXH9q0j8=
Q1VDtUcqFcAkR6VGU+mBF/ry8rdKhJb3qVB8eysXa+o=,gH/3bUO2fN7ZBjArSfQ/rp9yrcd9E4C2Xchs4UtOPWw=,9kNcxfLlpKddih/EoY/z3RCs3cl7MeckSXQC89zaGfo=,fQ5pKlcgwpH3A0s9P05lKdEaygbuAnzo6ZGVTAGHzkI=,CpSgptLOBy3ztLPR+QCRreNRUQ/lF7lMBspNIk1ZwkA=,Zi1+4+xO9jw8NAqJHkediWuFEikyDcOlU5YHr9f3rn8=
dTLHdlmUa5T8wnkYiGkrOin6mJGgzaODuWHEi+S0jmo=,8jDIYnrsVp9cKugPC7Sf9Ji6w3oyTGLXYsVMWHnf078=,XTYtzD/0/sISFw7jr8TllFz4N5JnGMLTqnRPPnftDPY=,aMfB0JbPkpeuKJphXxv5xsIf5JM200lOr2ABcDgaFlQ=,7q9CTaFJJwisreiBHhNP13YpjLUvdKE9nInHGFHGsLw=,lYDSgSVX3WKtihRmrvWJeqrFhXxSokTZkZr6cYOdI2I=
4bhyh1xASKs6ro4wjq+LvSqlyl44mEJEw5EkLRXPW5Q=,ykGHJQ/RIekdRie9/1+eQP/DYSPRwcN6GZLK2KWwIOg=,Mv2dbOMkoi4oN6JfHt0tv6tK3P2DhRKMMz6h7M4Hgig=,SG3CL5w2x/UgatTRTpGWQp27ge2K63XReG6fDlveN90=,ePifV25gyajnA6QGEG1bPuOW+tG1UGIQ/NoC767YtOE=,ziimnKrxzr/ClE0Bwo5PLZkkcn2xZs86undaRF6VdJc=
0dKr+a2nZ6ug/wFvZVM3rxEitm8QcMdz7WUYz9K3YS4=,n5+jRr6//KvOtS5ynfBWXkPI7hhvuaTTrMjoxo5Dw4Y=,6s5/VOBzC6txB9yhyWTnj0QoHwOD2KWlKwu3mLM6v+k=,UWi8lekOjm2ET2pDYpdOobE6s5QWf98xT4GWmGOzf6Y=,uAkQ0TLMEW1j0FkuacB5X6OX+6qz8tc5mUswMDLLHhg=,3ddbGZoAtKuBk245Qyt6HIp5zVm0CAwraap8Su3eIRA=
/l+uWPnzS7gyzuBNHC4dHhsMzmXfnwhUQUY/Be+Jk8A=,jmIJuoFeQEJPLQq8HnYL+uAkbyHB6UXOi0lJAfveW/o=,acJ0Tt0mR6gxStGVWJGzPMNNNXnTr9PgBFljjOKSVeU=,Z3jhmdQxPzmYWEv+R7p2FlqbjjXR9wpr8LO3dhPoeuI=,2x1/ltQ46GLOS92n1NzlZXTOiHux0Ba4QJQvqL/aIJc=,gsoCCcK+rbkMvOf7BOZal1oCd11WjwVxrmAgpjv5Rng=
YeLQF3/dZPPuYko9nXDWeuLG/9D3x/8TuP5BQ1wWt7A=,Pv4BhQ5qc5REi7gU8BSSVHqLk+1VMiVHgSvvltOhLSk=,F2yhnn1Sq9TPB2IiEDkPPEFHNVtoYnTmiFTE5ZkfAqo=,frZRYRlzFscVz52Pt0Y7Ypp7flSNlGo4b6kKVWzFHW0=,RNABrl8TCoKW2/meU2vkzh4QsFrt1YqLztVqUDixcAw=,1h8MXXDDLe7oc5Wij7ToTUIE5K4UaI0abHbFDjiCzSs=
mvxtFznAMCENjHzsBaKwVFTBj+LLEyKA2Dxh5POcDoM=,2u/La03AAEcL3lT1sOZ9Nh2cj/3V1o9aG4YTBfWUH2U=,CaKkzznI7RD04fXnkQE9V/tTV7SIHMOnBZIMjHU050E=,gsbk6G5jsGCCiCZvRzQpxbTqdcXKLXncHRBXW6JgqHo=,3DXxzvIbzxQS1ma87J8Cr4fvCr5W9D6FiH/EZRRZMog=,bPC9eJzHdYPdxpkgXDPe1CiY91nSlHCJ5cHzC8cDmuc=
8376hqLJfgOnITdiq6VwxPcTKkCxDKv2D6eeAqljOk8=,9sqyvAHzQCqnRCRgXn4TDfCeK5WkRYLdcLhrUnerDg0=,sH/kR7LW/vhqZ/JxEg0FgGdILJXKKF3l/GCwya0Xs1E=,MkeKnFZAor8yXYE60c7DDcqE+qYz+hRAIRwIZglc970=,BkpuHAFjjmm4yW7TcwThZaunUpDBhpZmWw7kFK7WRII=,2Q4/ciLZ1aib+ZWBHmaXgiFwYDy1euvwAIPC88RlGtU=
znDLs54OupqK93OW7XXekSWhhuUWkdTkBBxwDnX1QTM=,jiqSaEEqMh8jduYR3ZZwk5xqUV0FoaDtaj4ysWmqzb4=,awG0RGLkLV26Kdt9IruKzu0GV9nhdJzTh1xC9PoLbr0=,BOYJuMr2sMLZq9/0hhulMOi/mNOuux7NPMMZEma2zLY=,/VtvzZ0qCR3hUmdinJ6xNoSeQ3I6waOYJsPv0FUo0is=,dp383C68dWadPbdCZmTcNv8CVdDrSa1FNdniAGxERBM=
w0cJgjl6OSoyH3aS0e+WDXp01HGIcmVLm13KwzzeB7U=,TFURg/NmiY7DRa/RjWSh5W11zomk9x4YeJiaT468+/8=,xnwJl2FJnr++ccKBJ4aN0zjQnohmLFIOGNNOjBTLAos=,9903lh+pNDJgEKpaUMRQguCJLXzJt2QVl/EYGkS24iQ=,QwnkHn5sEOqIj5hNZkznN3E7lvtiRmmC/rKwvUzfwRg=,YZy0HYyNKHE9eYOhkLaVjyy3ypiEY/7Xt158vxntUsI=
GtRb9mNX/c+Plt1ilexIQFo5OoOSWysnm4hf4NGSKHg=,3H56YQE35soLsq95ktgRp0lxUDcM+xzl/GVV5f0Hzbk=,RftPdeKl8sGBJ+PjrU+6Od56I3riQ4k64gmSRLKEu6Q=,6dlglyjB7BuayUwagGVV8Fsp3ydP7EhRIx+92ZfMHJk=,vsxiKEmIV4V0f6YEXlJVEYEVIHJBijo9DlBkjl0nB78=,rLbLdOnhwNbspEaEbW7opQNoNs9vX0MPTATDyagmTO0=
AEwMiYI0WUsVgzuY3VoswXpruQ5DZfoy2VBIdzYZufY=,Q8U2Yiaq7KLJESsnPHDTU5Clyh/i7FoPVia4b1dN64s=,pSGTaDdL3tvB3HdzAurBCwpB/2i2sRQoeyMdGIu77vU=,w0lQLo9TaUjzu1s2KF7WAHqFpXc0Dr5aGzUCet1DLZQ=,KbM30NLh2IxxDvaAJeHvvHDUOH5R7Ol/kCgnyUPu2qA=,ubbNb7LuXy5KKzBRRw8byJOvzkCyePTp1Smx+YykZ7w=
AnJiWWSMYLDvzc6WYyO0s9NrvQIOP/PJaJXMHb1L9rU=,WmhPfJawUeUO5THz8KiWt8fU1yfw/E6faB5LEWykLOc=,PmxDGOmkzwyJKCFgDFNL196bT9ETDGTy7vBNODTRQBc=,eJSHBJOUfR4C2FgGpYTSHheGyEusMY097B+L8yRv154=,ukFpggxzbdkDxawDwGdncfGkMh/xyZgocqgYWjUdYLQ=,GkCpGiyGNqckXsmpUCvg+/vs4tvlZQwCJMEFmQVNBoo=
JtvJ4kh8fMJWujdnQjLXmkZyWTQhUtIMwdkFrGOzV2A=,VKLTwiR6ZoI+jko08qfeBk0SrCsINW6y28VJ4POECjs=,cq55Xnyvaw1q2sY0RvBXlvwiZytsUIXHPlBkP4Rfr2I=,naNTefPrpIxHCXtRpK9vq6Xn1LgMHW/T6AghVXKjiUs=,6UIR1hkVBtYDqPjLRnR5wP7wa2HK9Rn3Q6MeBDZqTU4=,t2pmHiU34tGYCWCfh/DBdPljAtHstLhib1fkPnXAGXQ=
rxDf2KAkdWeruQ0PU50Vrpc97moOplY+ZIEtFWCGiFg=,u5WqCGajWk1VMOju/T3go/cEgRU5A4/uxN4AfjFdrTE=,PM/DjsvLLUjuquHhLhmtaXo0h9eaa5qc0ltoilVFets=,0eTAr2Y4N7BGyxkCLGzV1HCgxf5LmDY8+z9suV1YvhE=,b0wx98qCj+THLF69akSJ7yX0gMI2nnCWl934PxAWQ9w=,rCQhaUedDum/tSvvh6RkSPb/8j/H4KZfKUyCVVaL8Qg=
9hCI/pwlXGaaKPfHnpViHtr4SO+aq3druFVJmhYsnVI=,ntm5ic6eXPnBHDGu05P1qzKgxKQyHsZVNvMEAP2kQMI=,wabAYJqR7YXq+tx6o/wJY3CQ2AmXd0lVsPeHfKATIMk=,WHguztrUOHBPeEQbYkoU5NcMlOHyVM1dRzLJxP+x1MQ=,kuDrqcUUCHajj5hVCq7dC1Yco2t4NY4n8PMBQc452wA=,J+6Oy4ZJOvmk4pUlhXhLOT6BdfAb1HJrzwuz+A39WZ8=
gRzXB74qQtVCglQ177zkm/oEC/dVLbRk+ICKm3AsXts=,3LS08MisCnjqEaMJkP6bqSUZnL1HCVrK3LezOpNpgcc=,KDYbMaSmxR1vE/Xd9r4CPqGUKTzbDu6utTtH5te1QGo=,XmNBMkOgCla0YUyDbn1XtmYYI0hsuqDK0+BTMdzm+W8=,C3nkdFzmKsqDPNZvLjknQFxIxF6x8HpPdfahnrW4ZA0=,q/fQGz4P1Dsp+noVdRL546FGiIwJwmgSxDH1FiDlPFw=
af5KaxWoF939KkGFQx6zkYr9Sa3peCEL6YOsF9TBblo=,lU2T2HyDH7qEF/7zaBOjBcIxpFqEDi0kv9kjpRDAFnU=,FS/k2z8SPKKbxie2FJXCs95nMDdTWN72//QM0HGqEok=,KKay5ucy2LZ/vgHlXg94WgdMQWEYgUwMV8QYWrHHrPU=,LSW4RU8b5LHTKUTCcqBGnVi5VrooD8Me1D9D0zZ6BHc=,hrt3HhvZ7qJt5wnLmAMiqa+88njh5wi1keX8yPN6L3U=
BT6RJNm6MEmKuiW0jDUxJ1BpZTI3rpoYeST0tSStsJw=,ZdBc9stX5jUIb6X8yzsMCIwca4WN7HKbNq7bTxJXLd0=,2WXpJ+iV9P+DI4spbmDBbcxL680FKuRv9shMVCUHyLA=,ZltSrP71JcwBJbyjjmLTMB0aelR8Byd0LYp0+vukKC4=,czqUGpHTcHw3DeDkLsBGaBaIE16LIK8+DTrvcKJ9Uek=,mXJEsfdFep/bzZeP/ScM0aXqb865+PDcLGjwXftnuNc=
SmxjdeDC3k8K5nMJQ5d7FjYDNMhVyKo0sDiS4ffbwFc=,UPtMu91/awSsSQV9lqzZKnAGrMzwsRUW2A9qPVHgSPg=,MsJdaM3X2eEZ6HxwlN5VTL0A+uXiysrscPD+zD2bFPY=,SPWBfFvswKfCGFFoQBUgq1gqvec2oWn8ZCq7ALb6RRk=,ZCtw0YXyYwOigKddpajn08mPsfUz/LqXuySF94VflMQ=,tXXLpc3TyMVptaViIt6rOGwHQDksqZYJXMfwhLIMXDE=
eO0H7UWLMhCsQB6WywYrGYbWPk8CqcaKjMwjOVw2NDc=,leDSZxNnRiAxhR3xOJPuvdjPayxftBgNIIUp87ctzsc=,4dub9hwq8tq4xamr9bSYqsxTsbrJ0cPKsUS0jVwGpYA=,y39H7dOlJjdEf5z7cZyM6X7NthKhfH4d2Aynk7s8hmo=,oDUDSToekSY9i281KQAjswKysEW8mJo3bazMSg+uMpQ=,jKPJKj8L7HdYwi6yji1tJuIQYEZq+MY7CQYjFfYkraM=
Un4AtdANtTZEm8HPkAxMsJ2FBNZwOl50ZlLPw6nrDL4=,2CcMKkj5Fb9M4WfXNmNfvu9iwM48taICDZ/hN8lHNho=,Y0Z8DytmnRQyE/rl/j+k1z/ndOic02g55h5G3U0Suaw=,p07R8rOJ7deDxmOHUqBp/XyWHqzYSsBba6yDrThTmVw=,567iM4RK2B69TFDJZ95s/d1g4BteHeY6AHwPaLc+edw=,jWPuvYScQ7PZM/TzefXSAvKoOBoSNeMvZOdealDBiIw=
+7VBLbH+39I4vcv65DoPty1KqsMVDCUJG1ccqEH9hqE=,UqfWjQW20yDGxwQbwtsAMdYzN7/uDvXTmvWKMF1/fR4=,WQ0YqI6KhQs4tni8LT4b2dCgSoaPWaAILqfRDoF9vLQ=,0Wufosa8DGguCCqzolem5DIkDmgHU6PNni4uTz/jpEw=,qYe0zkx81HnYys1YNQy0nM1lGlJIgzkVDhYIfCNXBAI=,X1YKwxigGfBsLI4UiYTmL2N06bQGF1VosSp/9FnNYUw=
fNwfsBchtTdKMsmW30G3V9LHN5QD3j6XV5o1VWRoNxc=,EDyNarCSJ0wuo0kGOeZc5WFoSmOdvWLqRxjJUvw3jVw=,YbQkcIZH5c51kFV9Y9jdLs+CzYZEwMWCNj7ZXL4uN3g=,DRl71TzLiTUo9l8vd6mCZfoTnapC96pXZHN4KkZgZRc=,QeTDWaBSVcUAfc/YmmdQx6nRIpxIHidriR5xQfaH2D4=,ibdBU3gQntM1ARh+xQObST41iLsu84uGl0uSw3pQrX8=
ZwUPt/xIcaUdKKPIgjbpZBJcKZ7e3MopQRWpKAy+L0Q=,oDwdpXvFE5wcIqUxGFNZToWPNy1pguChiIG6kTy7zEA=,4i+19oV1EDUqKiMZ8d+ky6UKlXZaiqYDu9LCnMpMUWo=,0D29Kx6RN7umY6gE795RR3cnjkk8jYdmK6EuvjRTAf0=,v26XlyH19nsrntMkCVlr6CpSPrX2GcK5XzSyxPF9uAU=,uZTx2b08EdU/LEXqJeXdHBxfZBts/55m88n+V1xqDeo=
7TbD6iuU+J2ASXxy5hb62/u+w7nVrLUeFaijad5vUIs=,8h9/gtvJKqJs11o+Uptw3j7qSaDxL4lN2niAgVKV3rs=,9pKBEIjGhIUBJQdjZmX/f5KrL0O+TtxZ1v5ri0bbAqE=,SgWOhWTb6qSB/YVozTQGv2jSQSkap0kq1f2uNtrKtiQ=,rZRjDdn1SExcKm4ZjaPtErtJaFVpXZB/ZsYg8ifBECQ=,g6N2ex8a9625T71Qnj4JeNSJwbmvTynb+0WNjcCubzM=
Gp/965hJCRatzzLoe81ftdC9B1YiKHSjj2sYorOjdmw=,sa5T+xAMF5ZF7gGjgRs3/7h7+8uZonOqZ5QjhKP9rRI=,QyS+sEnOPRjBHr/FnGMzRtpKfsIR7w1pEVAzQlhBxRc=,8h64J9+WUOsTYbg8rWHF+Y3opmA2GefD1OSUBMIyCgU=,WsngLc4SjUUGhxM+fgCYQGu7ECawrAkK8Qh1DQUb36U=,mxL+cRxU/L2q13Odk5VOyhRdFYY9I8BOUtJcdEDUG+s=
OlZR03aX7wbydeaCBg0iwl2cH0O5tHa7ECpJOmExyJY=,3CVaF7omcSy9U61jSMxXNFT6HiXQsZ6n54nG6l5vij0=,u9WP5hO5+N8AahytzqAbkVnGSLBVLdl3mrUAapufmJc=,+DKxy5xwtqDW+cl932WwGK46I2MZDJ/4RoaZU/V6TtY=,gxzgL9/g13ZZXrLYb0ibvw7bS5U2Tl/ziAdBC4W7Pf8=,Z0Eh4hFefnpvNys0j+owE49vuGvQCyjr7pySr6tP/AQ=
oJwlJUpl0h7uFOuRMB5WhJfnsmX55hNUJSD1bUCtB9I=,YbQXpHL4HabsxPV82lfZTOU7tvN5X2ZA6+motiepaTQ=,JNEz5S7V6WriByTJcLLb/o3dWteCF/kN0voCjGh40sA=,i5ZGN5Qv7uDPSaNZrVoPqmVdKYraXSHM5xV2IlBrDo8=,LiUp3piT7KR2oHv2/ZkS94dmZD2jRIBaXDD8BwKnHAI=,tgcoHtpQyzyMwNCSdPRrDfDQ7+CnHGPcnTJCL/4XEsg=
